invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5pct,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,year,month,day,weekday,sales_velocity,avg_transaction_value,profit_margin_pct,high_value_txn
217-58-1179,ALEX,Yangon,Member,Male,Home And Lifestyle,62.65,4,12.53,263.13,01-05-2019,11:25:00,Cash,250.6,4.761904762,12.53,4.2,2019,5,1,Wednesday,65.7825,263.13,4.761904762,No
376-02-8238,CAIRO,Mandalay,Normal,Male,Home And Lifestyle,93.87,8,37.548,788.508,02-02-2019,18:42:00,Credit Card,750.96,4.761904762,37.548,8.3,2019,2,2,Saturday,98.5635,788.508,4.761904762,Yes
530-90-9855,ALEX,Yangon,Member,Male,Home And Lifestyle,47.59,8,19.036,399.756,01-01-2019,14:47:00,Cash,380.72,4.761904762,19.036,5.7,2019,1,1,Tuesday,49.9695,399.756,4.761904762,Yes
866-05-7563,CAIRO,Mandalay,Member,Female,Electronic Accessories,81.4,3,12.21,256.41,02-09-2019,19:43:00,Cash,244.2,4.761904762,12.21,4.8,2019,9,2,Monday,85.47,256.41,4.761904762,No
604-70-6476,ALEX,Yangon,Member,Male,Fashion Accessories,17.94,5,4.485,94.185,23-01-2019,14:04:00,Ewallet,89.7,4.761904762,4.485,6.8,2019,1,23,Wednesday,18.837,94.185,4.761904762,No
799-71-1548,ALEX,Yangon,Member,Male,Electronic Accessories,77.72,4,15.544,326.424,01-07-2019,16:11:00,Credit Card,310.88,4.761904762,15.544,8.8,2019,7,1,Monday,81.606,326.424,4.761904762,Yes
785-13-7708,CAIRO,Mandalay,Normal,Male,Food And Beverages,73.06,7,25.571,536.991,14-01-2019,19:06:00,Credit Card,511.42,4.761904762,25.571,4.2,2019,1,14,Monday,76.713,536.991,4.761904762,Yes
845-51-0542,CAIRO,Mandalay,Member,Male,Food And Beverages,46.55,9,20.9475,439.8975,02-02-2019,15:34:00,Ewallet,418.95,4.761904762,20.9475,6.4,2019,2,2,Saturday,48.8775,439.8975,4.761904762,Yes
662-47-5456,GIZA,Naypyitaw,Member,Male,Fashion Accessories,35.19,10,17.595,369.495,17-03-2019,19:06:00,Credit Card,351.9,4.761904762,17.595,8.4,2019,3,17,Sunday,36.9495,369.495,4.761904762,Yes
883-17-4236,GIZA,Naypyitaw,Normal,Female,Sports And Travel,14.39,2,1.439,30.219,03-02-2019,19:44:00,Credit Card,28.78,4.761904762,1.439,7.2,2019,2,3,Sunday,15.1095,30.219,4.761904762,No
290-68-2984,ALEX,Yangon,Normal,Male,Home And Lifestyle,23.75,4,4.75,99.75,16-03-2019,11:22:00,Cash,95,4.761904762,4.75,5.2,2019,3,16,Saturday,24.9375,99.75,4.761904762,No
704-11-6354,ALEX,Yangon,Member,Male,Home And Lifestyle,58.9,8,23.56,494.76,01-06-2019,11:23:00,Cash,471.2,4.761904762,23.56,8.9,2019,6,1,Saturday,61.845,494.76,4.761904762,Yes
110-48-7033,CAIRO,Mandalay,Member,Male,Fashion Accessories,32.62,4,6.524,137.004,29-01-2019,14:12:00,Cash,130.48,4.761904762,6.524,9,2019,1,29,Tuesday,34.251,137.004,4.761904762,No
366-93-0948,ALEX,Yangon,Member,Male,Electronic Accessories,66.35,1,3.3175,69.6675,31-01-2019,10:46:00,Credit Card,66.35,4.761904762,3.3175,9.7,2019,1,31,Thursday,69.6675,69.6675,4.761904762,No
729-09-9681,ALEX,Yangon,Member,Male,Home And Lifestyle,25.91,6,7.773,163.233,02-05-2019,10:16:00,Ewallet,155.46,4.761904762,7.773,8.7,2019,5,2,Thursday,27.2055,163.233,4.761904762,No
151-16-1484,ALEX,Yangon,Member,Male,Electronic Accessories,32.25,4,6.45,135.45,13-02-2019,12:38:00,Ewallet,129,4.761904762,6.45,6.5,2019,2,13,Wednesday,33.8625,135.45,4.761904762,No
380-94-4661,GIZA,Naypyitaw,Member,Male,Electronic Accessories,65.94,4,13.188,276.948,02-07-2019,13:05:00,Credit Card,263.76,4.761904762,13.188,6.9,2019,7,2,Tuesday,69.237,276.948,4.761904762,No
850-41-9669,ALEX,Yangon,Normal,Female,Electronic Accessories,75.06,9,33.777,709.317,19-03-2019,13:25:00,Ewallet,675.54,4.761904762,33.777,6.2,2019,3,19,Tuesday,78.813,709.317,4.761904762,Yes
821-07-3596,GIZA,Naypyitaw,Normal,Female,Fashion Accessories,16.45,4,3.29,69.09,03-07-2019,14:53:00,Ewallet,65.8,4.761904762,3.29,5.6,2019,7,3,Wednesday,17.2725,69.09,4.761904762,No
655-85-5130,CAIRO,Mandalay,Member,Female,Fashion Accessories,38.3,4,7.66,160.86,13-03-2019,19:22:00,Cash,153.2,4.761904762,7.66,5.7,2019,3,13,Wednesday,40.215,160.86,4.761904762,No
447-15-7839,ALEX,Yangon,Member,Female,Sports And Travel,22.24,10,11.12,233.52,02-09-2019,11:00:00,Cash,222.4,4.761904762,11.12,4.2,2019,9,2,Monday,23.352,233.52,4.761904762,No
154-74-7179,CAIRO,Mandalay,Normal,Male,Sports And Travel,54.45,1,2.7225,57.1725,26-02-2019,19:24:00,Ewallet,54.45,4.761904762,2.7225,7.9,2019,2,26,Tuesday,57.1725,57.1725,4.761904762,No
253-12-6086,ALEX,Yangon,Member,Female,Sports And Travel,98.4,7,34.44,723.24,03-12-2019,12:43:00,Credit Card,688.8,4.761904762,34.44,8.7,2019,12,3,Tuesday,103.32,723.24,4.761904762,Yes
808-65-0703,GIZA,Naypyitaw,Normal,Male,Home And Lifestyle,35.47,4,7.094,148.974,14-03-2019,17:22:00,Credit Card,141.88,4.761904762,7.094,6.9,2019,3,14,Thursday,37.2435,148.974,4.761904762,No
571-94-0759,CAIRO,Mandalay,Member,Female,Food And Beverages,74.6,10,37.3,783.3,01-08-2019,20:55:00,Cash,746,4.761904762,37.3,9.5,2019,8,1,Thursday,78.33,783.3,4.761904762,Yes
144-51-6085,ALEX,Yangon,Member,Male,Home And Lifestyle,70.74,4,14.148,297.108,01-05-2019,16:05:00,Credit Card,282.96,4.761904762,14.148,4.4,2019,5,1,Wednesday,74.277,297.108,4.761904762,No
731-14-2199,ALEX,Yangon,Member,Female,Home And Lifestyle,35.54,10,17.77,373.17,01-04-2019,13:34:00,Ewallet,355.4,4.761904762,17.77,7,2019,4,1,Monday,37.317,373.17,4.761904762,Yes
783-09-1637,CAIRO,Mandalay,Normal,Female,Sports And Travel,67.43,5,16.8575,354.0075,03-06-2019,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3,2019,6,3,Monday,70.8015,354.0075,4.761904762,Yes
687-15-1097,GIZA,Naypyitaw,Member,Female,Health And Beauty,21.12,2,2.112,44.352,01-03-2019,19:17:00,Cash,42.24,4.761904762,2.112,9.7,2019,3,1,Friday,22.176,44.352,4.761904762,No
126-54-1082,ALEX,Yangon,Member,Female,Home And Lifestyle,21.54,9,9.693,203.553,01-07-2019,11:44:00,Credit Card,193.86,4.761904762,9.693,8.8,2019,7,1,Monday,22.617,203.553,4.761904762,No
633-91-1052,ALEX,Yangon,Normal,Female,Home And Lifestyle,12.03,2,1.203,25.263,27-01-2019,15:51:00,Cash,24.06,4.761904762,1.203,5.1,2019,1,27,Sunday,12.6315,25.263,4.761904762,No
477-24-6490,CAIRO,Mandalay,Normal,Female,Health And Beauty,99.71,6,29.913,628.173,26-02-2019,16:52:00,Ewallet,598.26,4.761904762,29.913,7.9,2019,2,26,Tuesday,104.6955,628.173,4.761904762,Yes
566-19-5475,CAIRO,Mandalay,Normal,Male,Fashion Accessories,47.97,7,16.7895,352.5795,01-07-2019,20:52:00,Cash,335.79,4.761904762,16.7895,6.2,2019,7,1,Monday,50.3685,352.5795,4.761904762,Yes
526-86-8552,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,21.82,10,10.91,229.11,01-07-2019,17:36:00,Cash,218.2,4.761904762,10.91,7.1,2019,7,1,Monday,22.911,229.11,4.761904762,No
376-56-3573,GIZA,Naypyitaw,Normal,Female,Fashion Accessories,95.42,4,19.084,400.764,02-02-2019,13:23:00,Ewallet,381.68,4.761904762,19.084,6.4,2019,2,2,Saturday,100.191,400.764,4.761904762,Yes
537-72-0426,GIZA,Naypyitaw,Member,Male,Fashion Accessories,70.99,10,35.495,745.395,20-03-2019,16:28:00,Cash,709.9,4.761904762,35.495,5.7,2019,3,20,Wednesday,74.5395,745.395,4.761904762,Yes
828-61-5674,ALEX,Yangon,Member,Male,Sports And Travel,44.02,10,22.01,462.21,20-03-2019,19:57:00,Credit Card,440.2,4.761904762,22.01,9.6,2019,3,20,Wednesday,46.221,462.21,4.761904762,Yes
136-08-6195,ALEX,Yangon,Normal,Female,Home And Lifestyle,69.96,8,27.984,587.664,15-02-2019,17:01:00,Credit Card,559.68,4.761904762,27.984,6.4,2019,2,15,Friday,73.458,587.664,4.761904762,Yes
523-38-0215,GIZA,Naypyitaw,Normal,Male,Home And Lifestyle,37,1,1.85,38.85,03-06-2019,13:29:00,Credit Card,37,4.761904762,1.85,7.9,2019,6,3,Monday,38.85,38.85,4.761904762,No
490-29-1201,ALEX,Yangon,Normal,Female,Sports And Travel,15.34,1,0.767,16.107,01-06-2019,11:09:00,Cash,15.34,4.761904762,0.767,6.5,2019,6,1,Saturday,16.107,16.107,4.761904762,No
667-92-0055,ALEX,Yangon,Member,Male,Health And Beauty,99.83,6,29.949,628.929,03-04-2019,15:02:00,Ewallet,598.98,4.761904762,29.949,8.5,2019,4,3,Wednesday,104.8215,628.929,4.761904762,Yes
565-17-3836,ALEX,Yangon,Member,Female,Health And Beauty,47.67,4,9.534,200.214,03-12-2019,14:21:00,Cash,190.68,4.761904762,9.534,9.1,2019,12,3,Tuesday,50.0535,200.214,4.761904762,No
498-41-1961,CAIRO,Mandalay,Normal,Male,Health And Beauty,66.68,5,16.67,350.07,20-02-2019,18:01:00,Cash,333.4,4.761904762,16.67,7.6,2019,2,20,Wednesday,70.014,350.07,4.761904762,Yes
593-95-4461,GIZA,Naypyitaw,Member,Male,Home And Lifestyle,74.86,1,3.743,78.603,24-03-2019,14:49:00,Cash,74.86,4.761904762,3.743,6.9,2019,3,24,Sunday,78.603,78.603,4.761904762,No
226-71-3580,GIZA,Naypyitaw,Normal,Female,Sports And Travel,23.75,9,10.6875,224.4375,31-01-2019,12:02:00,Cash,213.75,4.761904762,10.6875,9.5,2019,1,31,Thursday,24.9375,224.4375,4.761904762,No
283-79-9594,CAIRO,Mandalay,Normal,Female,Food And Beverages,48.51,7,16.9785,356.5485,25-01-2019,13:30:00,Credit Card,339.57,4.761904762,16.9785,5.2,2019,1,25,Friday,50.9355,356.5485,4.761904762,Yes
430-60-3493,ALEX,Yangon,Member,Female,Home And Lifestyle,94.88,7,33.208,697.368,02-03-2019,14:38:00,Cash,664.16,4.761904762,33.208,4.2,2019,3,2,Saturday,99.624,697.368,4.761904762,Yes
139-20-0155,CAIRO,Mandalay,Member,Male,Electronic Accessories,40.3,10,20.15,423.15,24-01-2019,17:37:00,Credit Card,403,4.761904762,20.15,7,2019,1,24,Thursday,42.315,423.15,4.761904762,Yes
558-80-4082,GIZA,Naypyitaw,Normal,Male,Electronic Accessories,27.85,7,9.7475,204.6975,14-03-2019,17:20:00,Ewallet,194.95,4.761904762,9.7475,6,2019,3,14,Thursday,29.2425,204.6975,4.761904762,No
278-97-7759,ALEX,Yangon,Member,Female,Electronic Accessories,62.48,1,3.124,65.604,18-02-2019,20:29:00,Cash,62.48,4.761904762,3.124,4.7,2019,2,18,Monday,65.604,65.604,4.761904762,No
316-68-6352,ALEX,Yangon,Member,Female,Food And Beverages,36.36,2,3.636,76.356,21-01-2019,10:00:00,Cash,72.72,4.761904762,3.636,7.1,2019,1,21,Monday,38.178,76.356,4.761904762,No
585-03-5943,CAIRO,Mandalay,Normal,Male,Health And Beauty,18.11,10,9.055,190.155,13-03-2019,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,2019,3,13,Wednesday,19.0155,190.155,4.761904762,No
211-05-0490,GIZA,Naypyitaw,Member,Female,Electronic Accessories,51.92,5,12.98,272.58,03-03-2019,13:42:00,Cash,259.6,4.761904762,12.98,7.5,2019,3,3,Sunday,54.516,272.58,4.761904762,No
727-75-6477,GIZA,Naypyitaw,Normal,Male,Electronic Accessories,28.84,4,5.768,121.128,29-03-2019,14:44:00,Cash,115.36,4.761904762,5.768,6.4,2019,3,29,Friday,30.282,121.128,4.761904762,No
744-02-5987,ALEX,Yangon,Member,Male,Home And Lifestyle,78.38,6,23.514,493.794,01-10-2019,14:16:00,Ewallet,470.28,4.761904762,23.514,5.8,2019,10,1,Tuesday,82.299,493.794,4.761904762,Yes
307-83-9164,ALEX,Yangon,Member,Male,Home And Lifestyle,60.01,4,12.002,252.042,25-01-2019,15:54:00,Cash,240.04,4.761904762,12.002,4.5,2019,1,25,Friday,63.0105,252.042,4.761904762,No
779-06-0012,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,88.61,1,4.4305,93.0405,19-01-2019,10:21:00,Cash,88.61,4.761904762,4.4305,7.7,2019,1,19,Saturday,93.0405,93.0405,4.761904762,No
446-47-6729,GIZA,Naypyitaw,Normal,Male,Fashion Accessories,99.82,2,9.982,209.622,01-02-2019,18:09:00,Credit Card,199.64,4.761904762,9.982,6.7,2019,2,1,Friday,104.811,209.622,4.761904762,No
573-10-3877,CAIRO,Mandalay,Member,Male,Health And Beauty,39.01,1,1.9505,40.9605,03-12-2019,16:46:00,Credit Card,39.01,4.761904762,1.9505,4.7,2019,12,3,Tuesday,40.9605,40.9605,4.761904762,No
735-06-4124,GIZA,Naypyitaw,Normal,Male,Food And Beverages,48.61,1,2.4305,51.0405,25-02-2019,15:31:00,Cash,48.61,4.761904762,2.4305,4.4,2019,2,25,Monday,51.0405,51.0405,4.761904762,No
439-54-7422,ALEX,Yangon,Normal,Female,Electronic Accessories,51.19,4,10.238,214.998,18-03-2019,17:15:00,Credit Card,204.76,4.761904762,10.238,4.7,2019,3,18,Monday,53.7495,214.998,4.761904762,No
396-90-2219,CAIRO,Mandalay,Normal,Female,Electronic Accessories,14.96,8,5.984,125.664,23-02-2019,12:29:00,Cash,119.68,4.761904762,5.984,8.6,2019,2,23,Saturday,15.708,125.664,4.761904762,No
411-77-0180,ALEX,Yangon,Member,Male,Electronic Accessories,72.2,7,25.27,530.67,26-03-2019,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3,2019,3,26,Tuesday,75.81,530.67,4.761904762,Yes
286-01-5402,ALEX,Yangon,Normal,Female,Sports And Travel,40.23,7,14.0805,295.6905,30-03-2019,13:22:00,Cash,281.61,4.761904762,14.0805,9.6,2019,3,30,Saturday,42.2415,295.6905,4.761904762,No
803-17-8013,ALEX,Yangon,Member,Female,Home And Lifestyle,88.79,8,35.516,745.836,17-02-2019,17:09:00,Cash,710.32,4.761904762,35.516,4.1,2019,2,17,Sunday,93.2295,745.836,4.761904762,Yes
512-98-1403,ALEX,Yangon,Member,Female,Electronic Accessories,26.48,3,3.972,83.412,21-03-2019,10:40:00,Ewallet,79.44,4.761904762,3.972,4.7,2019,3,21,Thursday,27.804,83.412,4.761904762,No
848-42-2560,ALEX,Yangon,Normal,Female,Fashion Accessories,81.91,2,8.191,172.011,03-05-2019,17:43:00,Cash,163.82,4.761904762,8.191,7.8,2019,5,3,Friday,86.0055,172.011,4.761904762,No
532-59-7201,CAIRO,Mandalay,Member,Male,Sports And Travel,79.93,6,23.979,503.559,31-01-2019,14:04:00,Cash,479.58,4.761904762,23.979,5.5,2019,1,31,Thursday,83.9265,503.559,4.761904762,Yes
181-94-6432,GIZA,Naypyitaw,Member,Male,Fashion Accessories,69.33,2,6.933,145.593,02-05-2019,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7,2019,5,2,Thursday,72.7965,145.593,4.761904762,No
870-76-1733,ALEX,Yangon,Member,Female,Food And Beverages,14.23,5,3.5575,74.7075,02-01-2019,10:08:00,Credit Card,71.15,4.761904762,3.5575,4.4,2019,1,2,Wednesday,14.9415,74.7075,4.761904762,No
423-64-4619,ALEX,Yangon,Member,Female,Health And Beauty,15.55,9,6.9975,146.9475,03-07-2019,13:12:00,Cash,139.95,4.761904762,6.9975,5,2019,7,3,Wednesday,16.3275,146.9475,4.761904762,No
227-07-4446,GIZA,Naypyitaw,Member,Female,Electronic Accessories,78.13,10,39.065,820.365,02-10-2019,20:51:00,Cash,781.3,4.761904762,39.065,4.4,2019,10,2,Wednesday,82.0365,820.365,4.761904762,Yes
174-36-3675,GIZA,Naypyitaw,Member,Male,Food And Beverages,99.37,2,9.937,208.677,14-02-2019,17:29:00,Cash,198.74,4.761904762,9.937,5.2,2019,2,14,Thursday,104.3385,208.677,4.761904762,No
428-83-5800,GIZA,Naypyitaw,Member,Female,Food And Beverages,21.08,3,3.162,66.402,02-09-2019,10:25:00,Cash,63.24,4.761904762,3.162,7.3,2019,9,2,Monday,22.134,66.402,4.761904762,No
603-07-0961,GIZA,Naypyitaw,Member,Male,Electronic Accessories,74.79,5,18.6975,392.6475,01-10-2019,11:34:00,Cash,373.95,4.761904762,18.6975,4.9,2019,10,1,Tuesday,78.5295,392.6475,4.761904762,Yes
704-20-4138,GIZA,Naypyitaw,Member,Female,Health And Beauty,29.67,7,10.3845,218.0745,03-11-2019,18:58:00,Credit Card,207.69,4.761904762,10.3845,8.1,2019,11,3,Sunday,31.1535,218.0745,4.761904762,No
787-15-1757,GIZA,Naypyitaw,Member,Male,Health And Beauty,44.07,4,8.814,185.094,18-02-2019,16:28:00,Ewallet,176.28,4.761904762,8.814,8.4,2019,2,18,Monday,46.2735,185.094,4.761904762,No
649-11-3678,GIZA,Naypyitaw,Normal,Female,Food And Beverages,22.93,9,10.3185,216.6885,26-02-2019,20:26:00,Cash,206.37,4.761904762,10.3185,5.5,2019,2,26,Tuesday,24.0765,216.6885,4.761904762,No
622-20-1945,GIZA,Naypyitaw,Normal,Female,Health And Beauty,39.42,1,1.971,41.391,18-01-2019,15:08:00,Cash,39.42,4.761904762,1.971,8.4,2019,1,18,Friday,41.391,41.391,4.761904762,No
372-94-8041,ALEX,Yangon,Normal,Male,Health And Beauty,15.26,6,4.578,96.138,15-02-2019,18:03:00,Ewallet,91.56,4.761904762,4.578,9.8,2019,2,15,Friday,16.023,96.138,4.761904762,No
563-91-7120,ALEX,Yangon,Normal,Female,Fashion Accessories,61.77,5,15.4425,324.2925,03-08-2019,13:21:00,Cash,308.85,4.761904762,15.4425,6.7,2019,8,3,Saturday,64.8585,324.2925,4.761904762,Yes
746-54-5508,ALEX,Yangon,Normal,Male,Home And Lifestyle,21.52,6,6.456,135.576,17-01-2019,12:48:00,Credit Card,129.12,4.761904762,6.456,9.4,2019,1,17,Thursday,22.596,135.576,4.761904762,No
276-54-0879,CAIRO,Mandalay,Normal,Male,Sports And Travel,97.74,4,19.548,410.508,03-12-2019,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,2019,12,3,Tuesday,102.627,410.508,4.761904762,Yes
815-11-1168,ALEX,Yangon,Member,Male,Food And Beverages,99.78,5,24.945,523.845,03-09-2019,19:09:00,Cash,498.9,4.761904762,24.945,5.4,2019,9,3,Tuesday,104.769,523.845,4.761904762,Yes
719-76-3868,GIZA,Naypyitaw,Member,Male,Food And Beverages,94.26,4,18.852,395.892,03-12-2019,16:30:00,Cash,377.04,4.761904762,18.852,8.6,2019,12,3,Tuesday,98.973,395.892,4.761904762,Yes
730-61-8757,CAIRO,Mandalay,Member,Male,Health And Beauty,51.13,4,10.226,214.746,25-01-2019,10:11:00,Credit Card,204.52,4.761904762,10.226,4,2019,1,25,Friday,53.6865,214.746,4.761904762,No
340-66-0321,ALEX,Yangon,Member,Male,Electronic Accessories,36.36,4,7.272,152.712,25-03-2019,13:07:00,Cash,145.44,4.761904762,7.272,7.6,2019,3,25,Monday,38.178,152.712,4.761904762,No
868-81-1752,CAIRO,Mandalay,Normal,Male,Home And Lifestyle,22.02,9,9.909,208.089,02-07-2019,18:48:00,Cash,198.18,4.761904762,9.909,6.8,2019,7,2,Tuesday,23.121,208.089,4.761904762,No
634-97-8956,ALEX,Yangon,Normal,Male,Food And Beverages,32.9,3,4.935,103.635,17-02-2019,17:27:00,Credit Card,98.7,4.761904762,4.935,9.1,2019,2,17,Sunday,34.545,103.635,4.761904762,No
566-71-1091,ALEX,Yangon,Normal,Male,Fashion Accessories,77.02,5,19.255,404.355,02-03-2019,15:59:00,Cash,385.1,4.761904762,19.255,5.5,2019,3,2,Saturday,80.871,404.355,4.761904762,Yes
442-48-3607,ALEX,Yangon,Member,Male,Food And Beverages,23.48,2,2.348,49.308,14-03-2019,11:21:00,Credit Card,46.96,4.761904762,2.348,7.9,2019,3,14,Thursday,24.654,49.308,4.761904762,No
835-16-0096,GIZA,Naypyitaw,Member,Male,Sports And Travel,14.7,5,3.675,77.175,24-03-2019,13:48:00,Ewallet,73.5,4.761904762,3.675,8.5,2019,3,24,Sunday,15.435,77.175,4.761904762,No
527-09-6272,ALEX,Yangon,Member,Female,Electronic Accessories,28.45,5,7.1125,149.3625,21-03-2019,10:17:00,Credit Card,142.25,4.761904762,7.1125,9.1,2019,3,21,Thursday,29.8725,149.3625,4.761904762,No
898-04-2717,ALEX,Yangon,Normal,Male,Fashion Accessories,76.4,9,34.38,721.98,19-03-2019,15:49:00,Ewallet,687.6,4.761904762,34.38,7.5,2019,3,19,Tuesday,80.22,721.98,4.761904762,Yes
692-27-8933,CAIRO,Mandalay,Normal,Female,Sports And Travel,57.95,6,17.385,365.085,24-02-2019,13:02:00,Cash,347.7,4.761904762,17.385,5.2,2019,2,24,Sunday,60.8475,365.085,4.761904762,Yes
633-09-3463,GIZA,Naypyitaw,Normal,Female,Electronic Accessories,47.65,3,7.1475,150.0975,28-03-2019,12:58:00,Credit Card,142.95,4.761904762,7.1475,9.5,2019,3,28,Thursday,50.0325,150.0975,4.761904762,No
374-17-3652,CAIRO,Mandalay,Member,Female,Food And Beverages,42.82,9,19.269,404.649,02-05-2019,15:26:00,Credit Card,385.38,4.761904762,19.269,8.9,2019,5,2,Thursday,44.961,404.649,4.761904762,Yes
378-07-7001,CAIRO,Mandalay,Member,Male,Electronic Accessories,48.09,3,7.2135,151.4835,02-10-2019,18:23:00,Credit Card,144.27,4.761904762,7.2135,7.8,2019,10,2,Wednesday,50.4945,151.4835,4.761904762,No
433-75-6987,CAIRO,Mandalay,Member,Female,Health And Beauty,55.97,7,19.5895,411.3795,03-05-2019,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9,2019,5,3,Friday,58.7685,411.3795,4.761904762,Yes
873-95-4984,CAIRO,Mandalay,Member,Female,Health And Beauty,76.9,7,26.915,565.215,15-02-2019,20:21:00,Cash,538.3,4.761904762,26.915,7.7,2019,2,15,Friday,80.745,565.215,4.761904762,Yes
416-13-5917,GIZA,Naypyitaw,Normal,Female,Food And Beverages,97.03,5,24.2575,509.4075,30-01-2019,16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3,2019,1,30,Wednesday,101.8815,509.4075,4.761904762,Yes
150-89-8043,ALEX,Yangon,Normal,Male,Sports And Travel,44.65,3,6.6975,140.6475,14-02-2019,15:04:00,Cash,133.95,4.761904762,6.6975,6.2,2019,2,14,Thursday,46.8825,140.6475,4.761904762,No
135-84-8019,ALEX,Yangon,Normal,Female,Fashion Accessories,77.93,9,35.0685,736.4385,27-02-2019,16:10:00,Ewallet,701.37,4.761904762,35.0685,7.6,2019,2,27,Wednesday,81.8265,736.4385,4.761904762,Yes
441-94-7118,ALEX,Yangon,Member,Male,Electronic Accessories,71.95,1,3.5975,75.5475,02-04-2019,12:14:00,Cash,71.95,4.761904762,3.5975,7.3,2019,4,2,Tuesday,75.5475,75.5475,4.761904762,No
725-96-3778,GIZA,Naypyitaw,Member,Female,Home And Lifestyle,89.25,8,35.7,749.7,20-01-2019,10:13:00,Cash,714,4.761904762,35.7,4.7,2019,1,20,Sunday,93.7125,749.7,4.761904762,Yes
531-80-1784,ALEX,Yangon,Normal,Male,Electronic Accessories,26.02,7,9.107,191.247,28-03-2019,17:38:00,Cash,182.14,4.761904762,9.107,5.1,2019,3,28,Thursday,27.321,191.247,4.761904762,No
400-45-1220,CAIRO,Mandalay,Normal,Female,Health And Beauty,13.5,10,6.75,141.75,27-02-2019,11:06:00,Credit Card,135,4.761904762,6.75,4.8,2019,2,27,Wednesday,14.175,141.75,4.761904762,No
860-79-0874,GIZA,Naypyitaw,Member,Female,Fashion Accessories,99.3,10,49.65,1042.65,15-02-2019,14:53:00,Credit Card,993,4.761904762,49.65,6.6,2019,2,15,Friday,104.265,1042.65,4.761904762,Yes
834-61-8124,ALEX,Yangon,Normal,Male,Electronic Accessories,51.69,7,18.0915,379.9215,26-01-2019,18:22:00,Cash,361.83,4.761904762,18.0915,5.5,2019,1,26,Saturday,54.2745,379.9215,4.761904762,Yes
115-99-4379,CAIRO,Mandalay,Member,Female,Fashion Accessories,54.73,7,19.1555,402.2655,14-03-2019,19:02:00,Credit Card,383.11,4.761904762,19.1555,8.5,2019,3,14,Thursday,57.4665,402.2655,4.761904762,Yes
565-67-6697,CAIRO,Mandalay,Member,Male,Home And Lifestyle,27,9,12.15,255.15,03-02-2019,14:16:00,Cash,243,4.761904762,12.15,4.8,2019,2,3,Sunday,28.35,255.15,4.761904762,No
320-49-6392,GIZA,Naypyitaw,Normal,Female,Electronic Accessories,30.24,1,1.512,31.752,03-04-2019,15:44:00,Cash,30.24,4.761904762,1.512,8.4,2019,4,3,Wednesday,31.752,31.752,4.761904762,No
889-04-9723,CAIRO,Mandalay,Member,Female,Food And Beverages,89.14,4,17.828,374.388,01-07-2019,12:20:00,Credit Card,356.56,4.761904762,17.828,7.8,2019,7,1,Monday,93.597,374.388,4.761904762,Yes
632-90-0281,GIZA,Naypyitaw,Normal,Female,Fashion Accessories,37.55,10,18.775,394.275,03-08-2019,20:01:00,Credit Card,375.5,4.761904762,18.775,9.3,2019,8,3,Saturday,39.4275,394.275,4.761904762,Yes
554-42-2417,GIZA,Naypyitaw,Normal,Female,Sports And Travel,95.44,10,47.72,1002.12,01-09-2019,13:45:00,Cash,954.4,4.761904762,47.72,5.2,2019,9,1,Sunday,100.212,1002.12,4.761904762,Yes
453-63-6187,CAIRO,Mandalay,Normal,Male,Electronic Accessories,27.5,3,4.125,86.625,03-01-2019,15:40:00,Ewallet,82.5,4.761904762,4.125,6.5,2019,1,3,Thursday,28.875,86.625,4.761904762,No
578-80-7669,CAIRO,Mandalay,Normal,Male,Sports And Travel,74.97,1,3.7485,78.7185,16-03-2019,16:58:00,Cash,74.97,4.761904762,3.7485,5.6,2019,3,16,Saturday,78.7185,78.7185,4.761904762,No
612-36-5536,ALEX,Yangon,Member,Male,Food And Beverages,80.96,8,32.384,680.064,17-02-2019,11:12:00,Credit Card,647.68,4.761904762,32.384,7.4,2019,2,17,Sunday,85.008,680.064,4.761904762,Yes
605-72-4132,GIZA,Naypyitaw,Normal,Female,Food And Beverages,94.47,8,37.788,793.548,27-02-2019,15:12:00,Cash,755.76,4.761904762,37.788,9.1,2019,2,27,Wednesday,99.1935,793.548,4.761904762,Yes
471-41-2823,GIZA,Naypyitaw,Normal,Male,Food And Beverages,99.79,2,9.979,209.559,03-07-2019,20:37:00,Ewallet,199.58,4.761904762,9.979,8,2019,7,3,Wednesday,104.7795,209.559,4.761904762,No
462-67-9126,ALEX,Yangon,Normal,Male,Home And Lifestyle,73.22,6,21.966,461.286,21-01-2019,17:44:00,Cash,439.32,4.761904762,21.966,7.2,2019,1,21,Monday,76.881,461.286,4.761904762,Yes
272-27-9238,GIZA,Naypyitaw,Normal,Female,Food And Beverages,41.24,4,8.248,173.208,19-02-2019,16:23:00,Cash,164.96,4.761904762,8.248,7.1,2019,2,19,Tuesday,43.302,173.208,4.761904762,No
